DATE,LAT,LON,PAR
2017-08-16T02:54:59.000Z,6.02,99.98,-32767
2017-08-22T02:19:59.000Z,6.02,99.98,-32767
2017-08-25T02:49:59.000Z,6.02,99.98,-32767
2017-08-31T02:15:00.000Z,6.02,99.98,-32767
2017-09-01T02:55:09.000Z,6.02,99.98,-32767
2017-09-07T02:19:59.000Z,6.02,99.98,-32767
2017-09-08T03:00:00.000Z,6.02,99.98,-32767
2017-09-10T02:50:00.000Z,6.02,99.98,-32767
2017-09-16T02:15:00.000Z,6.02,99.98,-32767
2017-09-17T02:54:59.000Z,6.02,99.98,-32767
2017-09-19T02:44:59.000Z,6.02,99.98,-32767
2017-09-23T02:19:59.000Z,6.02,99.98,-32767
2017-09-26T02:50:00.000Z,6.02,99.98,-32767
2017-10-02T02:10:00.000Z,6.02,99.98,-32767
2017-10-03T02:54:59.000Z,6.02,99.98,-32767
2017-10-05T02:44:59.000Z,6.02,99.98,-32767
2017-10-09T02:19:59.000Z,6.02,99.98,-32767
2017-10-12T02:24:59.000Z,6.02,99.98,-32767
2017-10-18T02:10:00.000Z,6.02,99.98,-32767
2017-10-19T02:29:58.000Z,6.02,99.98,-32767
2017-10-21T02:19:59.000Z,6.02,99.98,-32767
2017-10-25T02:14:59.000Z,6.02,99.98,-32767
2017-11-03T02:10:00.000Z,6.02,99.98,-32767
2017-11-04T02:29:59.000Z,6.02,99.98,-32767
2017-11-10T02:04:59.000Z,6.02,99.98,-32767
2017-11-19T02:04:59.000Z,6.02,99.98,-32767
2017-11-26T02:05:00.000Z,6.02,99.98,-32767
2017-11-29T02:25:00.000Z,6.02,99.98,-32767
2017-12-05T02:04:59.000Z,6.02,99.98,-32767
2017-12-12T02:04:58.000Z,6.02,99.98,-32767
2017-12-21T02:04:59.000Z,6.02,99.98,-32767
2017-12-22T02:29:59.000Z,6.02,99.98,-32767
2017-12-28T02:04:59.000Z,6.02,99.98,-32767
2017-12-31T02:24:59.000Z,6.02,99.98,-32767
2018-01-06T02:05:00.000Z,6.02,99.98,-32767
2018-01-13T02:04:59.000Z,6.02,99.98,-32767
2018-01-16T02:24:59.000Z,6.02,99.98,-32767
2018-01-22T02:10:00.000Z,6.02,99.98,-32767
2018-01-29T02:04:59.000Z,6.02,99.98,-32767
2018-02-07T02:09:59.000Z,6.02,99.98,-32767
2018-02-08T02:29:59.000Z,6.02,99.98,-32767
2018-02-14T02:14:59.000Z,6.02,99.98,-32767
2018-02-23T02:09:59.000Z,6.02,99.98,-32767
2018-02-24T02:29:59.000Z,6.02,99.98,-32767
2018-03-02T02:19:59.000Z,6.02,99.98,-32767
2018-03-05T02:49:59.000Z,6.02,99.98,-32767
2018-03-11T02:14:59.000Z,6.02,99.98,-32767
2018-03-12T02:55:00.000Z,6.02,99.98,-32767
2018-03-18T02:19:59.000Z,6.02,99.98,-32767
2018-03-21T02:49:59.000Z,6.02,99.98,-32767
2018-03-27T02:14:59.000Z,6.02,99.98,-32767
2018-03-28T03:00:00.000Z,6.02,99.98,-32767
2018-04-03T02:19:59.000Z,6.02,99.98,-32767
2018-04-06T02:49:59.000Z,6.02,99.98,-32767
2018-04-12T02:14:59.000Z,6.02,99.98,-32767
2018-04-13T02:59:59.000Z,6.02,99.98,-32767
2018-04-19T02:19:59.000Z,6.02,99.98,-32767
2018-04-22T02:49:59.000Z,6.02,99.98,-32767
2018-04-28T02:14:59.000Z,6.02,99.98,-32767
2018-04-29T03:00:00.000Z,6.02,99.98,-32767
2018-05-05T02:19:59.000Z,6.02,99.98,-32767
2018-05-08T02:49:59.000Z,6.02,99.98,-32767
2018-05-14T02:14:59.000Z,6.02,99.98,-32767
2018-05-21T02:19:59.000Z,6.02,99.98,-32767
2018-05-30T02:14:59.000Z,6.02,99.98,-32767
2018-06-06T02:19:59.000Z,6.02,99.98,-32767
2018-06-15T02:14:59.000Z,6.02,99.98,-32767
2018-06-16T02:55:00.000Z,6.02,99.98,-32767
2018-06-22T02:19:59.000Z,6.02,99.98,-32767
2018-07-01T02:14:59.000Z,6.02,99.98,-32767
2018-07-08T02:19:59.000Z,6.02,99.98,-32767
2018-07-17T02:14:59.000Z,6.02,99.98,-32767
2018-07-18T03:00:00.000Z,6.02,99.98,-32767
2018-07-24T02:19:59.000Z,6.02,99.98,-32767
2018-07-27T02:49:59.000Z,6.02,99.98,-32767
2018-08-02T02:14:59.000Z,6.02,99.98,-32767
2018-08-03T03:00:00.000Z,6.02,99.98,-32767
2018-08-09T02:19:59.000Z,6.02,99.98,-32767
2018-08-12T02:49:59.000Z,6.02,99.98,-32767
2018-08-18T02:14:59.000Z,6.02,99.98,-32767
2018-08-19T03:00:00.000Z,6.02,99.98,-32767
2018-08-25T02:19:59.000Z,6.02,99.98,-32767
2018-08-26T02:59:59.000Z,6.02,99.98,-32767
2018-08-28T02:49:59.000Z,6.02,99.98,-32767
2018-09-03T02:14:59.000Z,6.02,99.98,-32767
2018-09-04T03:00:00.000Z,6.02,99.98,-32767
2018-09-10T02:19:59.000Z,6.02,99.98,-32767
2018-09-11T02:59:59.000Z,6.02,99.98,-32767
2018-09-13T02:49:59.000Z,6.02,99.98,-32767
2018-09-19T02:14:59.000Z,6.02,99.98,-32767
2018-09-20T02:55:00.000Z,6.02,99.98,-32767
2018-09-22T02:44:59.000Z,6.02,99.98,-32767
2018-09-26T02:19:59.000Z,6.02,99.98,-32767
2018-09-29T02:49:59.000Z,6.02,99.98,-32767
2018-10-05T02:09:59.000Z,6.02,99.98,-32767
2018-10-06T02:55:00.000Z,6.02,99.98,-32767
2018-10-12T02:19:59.000Z,6.02,99.98,-32767
2018-10-15T02:25:00.000Z,6.02,99.98,-32767
2018-10-21T02:09:59.000Z,6.02,99.98,-32767
2018-10-22T02:29:59.000Z,6.02,99.98,-32767
2018-10-24T02:19:59.000Z,6.02,99.98,-32767
2018-10-28T02:15:00.000Z,6.02,99.98,-32767
2018-10-31T02:24:59.000Z,6.02,99.98,-32767
2018-11-06T02:09:59.000Z,6.02,99.98,-32767
2018-11-07T02:29:59.000Z,6.02,99.98,-32767
2018-11-13T02:04:59.000Z,6.02,99.98,-32767
2018-11-22T02:05:00.000Z,6.02,99.98,-32767
2018-11-29T02:04:59.000Z,6.02,99.98,-32767
2018-12-08T02:05:00.000Z,6.02,99.98,-32767
2018-12-15T02:04:59.000Z,6.02,99.98,-32767
2018-12-18T02:24:59.000Z,6.02,99.98,-32767
2018-12-24T02:04:59.000Z,6.02,99.98,-32767
2018-12-31T02:05:00.000Z,6.02,99.98,-32767
2019-01-09T02:04:59.000Z,6.02,99.98,-32767
2019-01-16T02:05:00.000Z,6.02,99.98,-32767
2019-01-25T02:09:59.000Z,6.02,99.98,-32767
2019-01-26T02:29:59.000Z,6.02,99.98,-32767
2019-02-01T02:04:59.000Z,6.02,99.98,-32767
2019-02-10T02:09:59.000Z,6.02,99.98,-32767
2019-02-11T02:30:00.000Z,6.02,99.98,-32767
2019-02-17T02:14:59.000Z,6.02,99.98,-32767
2019-02-26T02:10:00.000Z,6.02,99.98,-32767
2019-03-05T02:19:59.000Z,6.02,99.98,-32767
2019-03-08T02:50:00.000Z,6.02,99.98,-32767
2019-03-14T02:14:59.000Z,6.02,99.98,-32767
2019-03-15T02:54:59.000Z,6.02,99.98,-32767
2019-03-21T02:19:59.000Z,6.02,99.98,-32767
2019-03-22T03:00:00.000Z,6.02,99.98,-32767
2019-03-24T02:50:00.000Z,6.02,99.98,-32767
2019-03-30T02:14:59.000Z,6.02,99.98,-32767
2019-03-31T02:59:59.000Z,6.02,99.98,-32767
2019-04-02T02:44:59.000Z,6.02,99.98,-32767
2019-04-06T02:19:59.000Z,6.02,99.98,-32767
2019-04-07T03:00:00.000Z,6.02,99.98,-32767
2019-04-09T02:50:00.000Z,6.02,99.98,-32767
2019-04-15T02:14:59.000Z,6.02,99.98,-32767
2019-04-16T02:54:59.000Z,6.02,99.98,-32767
2019-04-22T02:19:59.000Z,6.02,99.98,-32767
2019-04-25T02:50:00.000Z,6.02,99.98,-32767
2019-05-01T02:15:00.000Z,6.02,99.98,-32767
2019-05-02T02:54:59.000Z,6.02,99.98,-32767
2019-05-08T02:19:59.000Z,6.02,99.98,-32767
2019-05-09T03:00:00.000Z,6.02,99.98,-32767
2019-05-11T02:49:59.000Z,6.02,99.98,-32767
2019-05-17T02:15:00.000Z,6.02,99.98,-32767
2019-05-18T02:54:59.000Z,6.02,99.98,-32767
2019-05-24T02:19:59.000Z,6.02,99.98,-32767
2019-06-02T02:15:00.000Z,6.02,99.98,-32767
2019-06-03T02:54:59.000Z,6.02,99.98,-32767
2019-06-09T02:19:59.000Z,6.02,99.98,-32767
2019-06-18T02:15:00.000Z,6.02,99.98,-32767
2019-06-19T02:54:59.000Z,6.02,99.98,-32767
2019-06-25T02:19:59.000Z,6.02,99.98,-32767
2019-06-26T02:59:59.000Z,6.02,99.98,-32767
2019-07-04T02:15:00.000Z,6.02,99.98,-32767
2019-07-05T02:54:59.000Z,6.02,99.98,-32767
2019-07-11T02:19:59.000Z,6.02,99.98,-32767
2019-07-20T02:15:00.000Z,6.02,99.98,-32767
2019-07-21T02:54:59.000Z,6.02,99.98,-32767
2019-07-27T02:19:59.000Z,6.02,99.98,-32767
2019-08-05T02:15:00.000Z,6.02,99.98,-32767
2019-08-06T02:55:00.000Z,6.02,99.98,-32767
2019-08-12T02:19:59.000Z,6.02,99.98,-32767
2019-08-13T02:59:59.000Z,6.02,99.98,-32767
2019-08-15T02:49:59.000Z,6.02,99.98,-32767
2019-08-21T02:15:00.000Z,6.02,99.98,-32767
2019-08-22T02:55:00.000Z,6.02,99.98,-32767
2019-08-28T02:19:59.000Z,6.02,99.98,-32767
2019-08-29T02:59:59.000Z,6.02,99.98,-32767
2019-08-31T02:49:59.000Z,6.02,99.98,-32767
2019-09-06T02:15:00.000Z,6.02,99.98,-32767
2019-09-07T02:55:00.000Z,6.02,99.98,-32767
2019-09-09T02:45:00.000Z,6.02,99.98,-32767
2019-09-13T02:19:59.000Z,6.02,99.98,-32767
2019-09-14T02:59:59.000Z,6.02,99.98,-32767
2019-09-16T02:49:59.000Z,6.02,99.98,-32767
2019-09-22T02:15:00.000Z,6.02,99.98,-32767
2019-09-23T02:55:00.000Z,6.02,99.98,-32767
2019-09-29T02:19:59.000Z,6.02,99.98,-32767
2019-10-02T02:49:59.000Z,6.02,99.98,-32767
2019-10-08T02:09:59.000Z,6.02,99.98,-32767
2019-10-09T02:29:59.000Z,6.02,99.98,-32767
2019-10-15T02:14:59.000Z,6.02,99.98,-32767
2019-10-18T02:25:00.000Z,6.02,99.98,-32767
2019-10-22T02:19:59.000Z,6.02,99.98,-32767
2019-10-24T02:09:59.000Z,6.02,99.98,-32767
2019-10-31T02:15:00.000Z,6.02,99.98,-32767
2019-11-03T02:24:59.000Z,6.02,99.98,-32767
2019-11-09T02:09:59.000Z,6.02,99.98,-32767
2019-11-16T02:04:59.000Z,6.02,99.98,-32767
2019-11-25T02:05:00.000Z,6.02,99.98,-32767
2019-11-26T02:30:00.000Z,6.02,99.98,-32767
2019-12-02T02:04:59.000Z,6.02,99.98,-32767
2019-12-05T02:24:59.000Z,6.02,99.98,-32767
2019-12-11T02:05:00.000Z,6.02,99.98,-32767
2019-12-18T02:04:59.000Z,6.02,99.98,-32767
2019-12-27T02:04:59.000Z,6.02,99.98,-32767
2020-01-03T02:05:00.000Z,6.02,99.98,-32767
2020-01-12T02:04:59.000Z,6.02,99.98,-32767
2020-01-19T02:04:59.000Z,6.02,99.98,-32767
2020-01-28T02:09:59.000Z,6.02,99.98,-32767
2020-02-04T02:04:59.000Z,6.02,99.98,-32767
2020-02-13T02:10:00.000Z,6.02,99.98,-32767
2020-02-20T02:14:59.000Z,6.02,99.98,-32767
2020-02-23T02:24:59.000Z,6.02,99.98,-32767
2020-02-29T02:10:00.000Z,6.02,99.98,-32767
2020-03-01T02:29:59.000Z,6.02,99.98,-32767
2020-03-07T02:19:59.000Z,6.02,99.98,-32767
2020-03-08T03:00:00.000Z,6.02,99.98,-32767
2020-03-10T02:49:59.000Z,6.02,99.98,-32767
2020-03-16T02:15:00.000Z,6.02,99.98,-32767
2020-03-17T02:54:59.000Z,6.02,99.98,-32767
2020-03-19T02:45:00.000Z,6.02,99.98,-32767
2020-03-23T02:19:59.000Z,6.02,99.98,-32767
2020-03-24T02:59:59.000Z,6.02,99.98,-32767
2020-04-01T02:15:00.000Z,6.02,99.98,-32767
2020-04-02T02:54:59.000Z,6.02,99.98,-32767
2020-04-04T02:45:00.000Z,6.02,99.98,-32767
2020-04-08T02:19:59.000Z,6.02,99.98,-32767
2020-04-11T02:49:59.000Z,6.02,99.98,-32767
2020-04-17T02:15:00.000Z,6.02,99.98,-32767
2020-04-18T02:55:00.000Z,6.02,99.98,-32767
2020-04-24T02:19:59.000Z,6.02,99.98,-32767
2020-04-25T02:59:59.000Z,6.02,99.98,-32767
2020-04-27T02:49:59.000Z,6.02,99.98,-32767
2020-05-03T02:14:59.000Z,6.02,99.98,-32767
2020-05-04T02:55:00.000Z,6.02,99.98,-32767
2020-05-10T02:19:59.000Z,6.02,99.98,-32767
2020-05-19T02:14:59.000Z,6.02,99.98,-32767
2020-05-26T02:19:59.000Z,6.02,99.98,-32767
2020-06-04T02:14:59.000Z,6.02,99.98,-32767
2020-06-05T02:55:00.000Z,6.02,99.98,-32767
2020-06-11T02:20:00.000Z,6.02,99.98,-32767
2020-06-14T02:49:59.000Z,6.02,99.98,-32767
2020-06-20T02:14:59.000Z,6.02,99.98,-32767
2020-06-21T02:54:59.000Z,6.02,99.98,-32767
2020-06-27T02:20:00.000Z,6.02,99.98,-32767
2020-06-30T02:50:00.000Z,6.02,99.98,-32767
2020-07-06T02:14:59.000Z,6.02,99.98,-32767
2020-07-07T02:54:59.000Z,6.02,99.98,-32767
2020-07-13T02:20:00.000Z,6.02,99.98,-32767
2020-07-22T02:14:59.000Z,6.02,99.98,-32767
2020-07-29T02:20:00.000Z,6.02,99.98,-32767
2020-07-30T02:59:59.000Z,6.02,99.98,-32767
2020-08-01T02:50:00.000Z,6.02,99.98,-32767
